Source;Time;Data_Values...
2025-12-26 10:38:23;5124;X=-2;Y=0;Z=-2
2025-12-26 10:38:23;5123;Temp=21,26;Press=1001
2025-12-26 10:38:23;5124;X=1;Y=-2;Z=1
2025-12-26 10:38:23;5123;Temp=20,85;Press=997
2025-12-26 10:38:24;5124;X=-1;Y=0;Z=-1
2025-12-26 10:38:24;5123;Temp=20,50;Press=998
2025-12-26 10:38:24;5123;Temp=20,18;Press=1004
2025-12-26 10:38:24;5124;X=3;Y=3;Z=3
2025-12-26 10:38:25;5123;Temp=19,90;Press=1005
2025-12-26 10:38:25;5124;X=2;Y=2;Z=2
2025-12-26 10:38:25;5124;X=-3;Y=-1;Z=-2
2025-12-26 10:38:25;5123;Temp=19,66;Press=999
2025-12-26 10:38:26;5124;X=1;Y=-1;Z=1
2025-12-26 10:38:26;5123;Temp=19,45;Press=997
2025-12-26 10:38:26;5124;X=1;Y=3;Z=1
2025-12-26 10:38:26;5123;Temp=19,27;Press=1004
2025-12-26 10:38:27;5124;X=4;Y=4;Z=4
2025-12-26 10:38:27;5123;Temp=19,11;Press=1008
2025-12-26 10:38:27;5123;Temp=18,97;Press=1004
2025-12-26 10:38:27;5124;X=1;Y=1;Z=1
2025-12-26 10:38:28;5124;X=-2;Y=0;Z=-2
2025-12-26 10:38:28;5123;Temp=18,85;Press=999
2025-12-26 10:38:28;5124;X=-1;Y=0;Z=0
2025-12-26 10:38:28;5123;Temp=18,73;Press=1000
2025-12-26 10:38:29;5124;X=-2;Y=-3;Z=-2
2025-12-26 10:38:29;5123;Temp=18,63;Press=995
2025-12-26 10:38:29;5124;X=-3;Y=-2;Z=-3
2025-12-26 10:38:29;5123;Temp=18,52;Press=994
2025-12-26 10:38:30;5123;Temp=18,42;Press=1002
2025-12-26 10:38:30;5124;X=4;Y=2;Z=4
2025-12-26 10:38:30;5124;X=5;Y=5;Z=5
2025-12-26 10:38:30;5123;Temp=18,31;Press=1010
2025-12-26 10:38:31;5124;X=5;Y=5;Z=5
2025-12-26 10:38:31;5123;Temp=18,20;Press=1011
2025-12-26 10:38:31;5124;X=-1;Y=1;Z=-1
2025-12-26 10:38:31;5123;Temp=18,09;Press=1003
2025-12-26 10:38:32;5124;X=-1;Y=-1;Z=-1
2025-12-26 10:38:32;5123;Temp=17,97;Press=999
2025-12-26 10:38:32;5123;Temp=17,86;Press=991
2025-12-26 10:38:32;5124;X=-4;Y=-6;Z=-4
2025-12-26 10:38:34;5124;X=33;Y=36;Z=33
2025-12-26 10:38:34;5123;Temp=38,20;Press=1077
2025-12-26 10:38:35;5124;X=38;Y=40;Z=38
2025-12-26 10:38:35;5123;Temp=37,75;Press=1073
2025-12-26 10:38:35;5124;X=41;Y=44;Z=42
2025-12-26 10:38:35;5123;Temp=37,27;Press=1080
2025-12-26 10:38:36;5124;X=40;Y=44;Z=41
2025-12-26 10:38:36;5123;Temp=36,79;Press=1089
2025-12-26 10:38:36;5124;X=38;Y=39;Z=38
2025-12-26 10:38:36;5123;Temp=36,31;Press=1088
2025-12-26 10:38:37;5124;X=34;Y=36;Z=34
2025-12-26 10:38:37;5123;Temp=35,83;Press=1078
2025-12-26 10:38:38;5124;X=35;Y=36;Z=35
2025-12-26 10:38:37;5123;Temp=35,36;Press=1072
2025-12-26 10:38:38;5124;X=31;Y=34;Z=31
2025-12-26 10:38:38;5123;Temp=34,90;Press=1071
2025-12-26 10:38:39;5124;X=29;Y=29;Z=29
2025-12-26 10:38:38;5123;Temp=34,45;Press=1067
2025-12-26 10:38:39;5124;X=23;Y=25;Z=24
2025-12-26 10:38:39;5123;Temp=34,01;Press=1058
2025-12-26 10:38:40;5124;X=19;Y=20;Z=19
2025-12-26 10:38:39;5123;Temp=33,59;Press=1050
2025-12-26 10:38:40;5124;X=14;Y=16;Z=15
2025-12-26 10:38:40;5123;Temp=33,17;Press=1039
2025-12-26 10:38:41;5124;X=16;Y=17;Z=16
2025-12-26 10:38:40;5123;Temp=32,75;Press=1031
2025-12-26 10:38:41;5124;X=18;Y=19;Z=18
2025-12-26 10:38:41;5123;Temp=32,32;Press=1034
2025-12-26 10:38:42;5124;X=14;Y=17;Z=14
2025-12-26 10:38:41;5123;Temp=31,89;Press=1038
2025-12-26 10:38:42;5124;X=15;Y=14;Z=14
2025-12-26 10:38:42;5123;Temp=31,44;Press=1033
2025-12-26 10:38:42;5123;Temp=30,98;Press=1028
2025-12-26 10:38:43;5124;X=17;Y=17;Z=17
2025-12-26 10:38:43;5124;X=19;Y=23;Z=19
2025-12-26 10:38:43;5123;Temp=30,50;Press=1035
2025-12-26 10:38:44;5123;Temp=29,99;Press=1047
2025-12-26 10:38:44;5124;X=26;Y=25;Z=26
2025-12-26 10:38:44;5124;X=19;Y=21;Z=19
2025-12-26 10:38:44;5123;Temp=29,45;Press=1050
2025-12-26 10:38:45;5124;X=18;Y=19;Z=18
2025-12-26 10:38:45;5123;Temp=28,88;Press=1042
2025-12-26 10:38:47;5123;Temp=28,29;Press=1037
2025-12-26 10:38:47;5124;X=11;Y=12;Z=11
2025-12-26 10:38:47;5123;Temp=27,67;Press=1030
2025-12-26 10:38:47;5124;X=13;Y=13;Z=13
2025-12-26 10:38:48;5123;Temp=27,03;Press=1022
2025-12-26 10:38:48;5124;X=10;Y=13;Z=10
2025-12-26 10:38:48;5123;Temp=26,36;Press=1023
2025-12-26 10:38:48;5124;X=9;Y=8;Z=9
2025-12-26 10:38:49;5123;Temp=25,69;Press=1026
2025-12-26 10:38:49;5124;X=4;Y=4;Z=4
2025-12-26 10:38:49;5123;Temp=25,02;Press=1026
2025-12-26 10:38:49;5124;X=3;Y=3;Z=3
2025-12-26 10:38:50;5123;Temp=24,37;Press=1018
2025-12-26 10:38:50;5124;X=0;Y=2;Z=0
2025-12-26 10:38:50;5123;Temp=23,73;Press=1010
2025-12-26 10:38:50;5124;X=2;Y=2;Z=2
2025-12-26 10:38:51;5123;Temp=23,13;Press=1006
2025-12-26 10:38:51;5124;X=3;Y=1;Z=3
2025-12-26 10:38:51;5123;Temp=22,57;Press=1005
2025-12-26 10:38:51;5124;X=0;Y=-1;Z=0
2025-12-26 10:38:52;5124;X=-1;Y=-2;Z=-1
2025-12-26 10:38:52;5124;X=0;Y=1;Z=0
2025-12-26 10:38:53;5124;X=3;Y=3;Z=3
2025-12-26 10:38:53;5124;X=0;Y=1;Z=0
2025-12-26 10:38:53;5123;Temp=47,67;Press=1081
2025-12-26 10:38:54;5124;X=-1;Y=-2;Z=-1
2025-12-26 10:38:54;5123;Temp=47,53;Press=1081
2025-12-26 10:38:54;5124;X=0;Y=0;Z=0
2025-12-26 10:38:54;5123;Temp=47,33;Press=1081
2025-12-26 10:38:55;5124;X=3;Y=4;Z=3
2025-12-26 10:38:55;5123;Temp=47,07;Press=1083
2025-12-26 10:38:55;5124;X=4;Y=3;Z=4
2025-12-26 10:38:55;5123;Temp=46,76;Press=1084
2025-12-26 10:38:56;5124;X=-1;Y=0;Z=-2
2025-12-26 10:38:56;5123;Temp=46,39;Press=1084
2025-12-26 10:38:56;5124;X=2;Y=0;Z=2
2025-12-26 10:38:56;5123;Temp=45,98;Press=1082
2025-12-26 10:38:57;5124;X=-2;Y=-1;Z=-2
2025-12-26 10:38:57;5123;Temp=45,52;Press=1083
2025-12-26 10:38:57;5124;X=-2;Y=-3;Z=-2
2025-12-26 10:38:57;5123;Temp=45,02;Press=1086
2025-12-26 10:38:58;5124;X=-4;Y=-1;Z=-4
2025-12-26 10:38:58;5123;Temp=44,48;Press=1087
2025-12-26 10:38:58;5124;X=6;Y=3;Z=5
2025-12-26 10:38:58;5123;Temp=43,92;Press=1083
2025-12-26 10:38:59;5123;Temp=43,34;Press=1083
2025-12-26 10:38:59;5123;Temp=42,75;Press=1091
2025-12-26 10:39:00;5123;Temp=42,16;Press=1098
2025-12-26 10:39:00;5123;Temp=41,58;Press=1096
2025-12-26 10:39:00;5124;X=47;Y=49;Z=47
2025-12-26 10:39:01;5123;Temp=41,01;Press=1090
2025-12-26 10:39:01;5124;X=44;Y=46;Z=45
2025-12-26 10:39:01;5123;Temp=40,47;Press=1091
2025-12-26 10:39:01;5124;X=42;Y=45;Z=42
2025-12-26 10:39:02;5123;Temp=39,96;Press=1094
2025-12-26 10:39:02;5124;X=44;Y=46;Z=44
2025-12-26 10:39:02;5123;Temp=39,47;Press=1092
2025-12-26 10:39:02;5124;X=43;Y=47;Z=43
2025-12-26 10:39:03;5123;Temp=39,02;Press=1088
2025-12-26 10:39:03;5124;X=44;Y=45;Z=45
2025-12-26 10:39:03;5123;Temp=38,58;Press=1085
2025-12-26 10:39:03;5124;X=41;Y=43;Z=42
2025-12-26 10:39:04;5123;Temp=38,14;Press=1076
2025-12-26 10:39:04;5124;X=39;Y=41;Z=40
2025-12-26 10:39:04;5123;Temp=37,69;Press=1073
2025-12-26 10:39:04;5124;X=35;Y=36;Z=35
2025-12-26 10:39:05;5123;Temp=37,21;Press=1081
2025-12-26 10:39:05;5124;X=36;Y=38;Z=36
2025-12-26 10:39:05;5124;X=41;Y=43;Z=41
2025-12-26 10:39:06;5124;X=43;Y=45;Z=43
2025-12-26 10:39:06;5124;X=38;Y=41;Z=38
2025-12-26 10:39:07;5124;X=34;Y=37;Z=34
2025-12-26 10:39:07;5123;Temp=17,96;Press=999
2025-12-26 10:39:07;5124;X=36;Y=36;Z=37
2025-12-26 10:39:07;5123;Temp=17,85;Press=990
2025-12-26 10:39:08;5124;X=34;Y=35;Z=33
2025-12-26 10:39:08;5123;Temp=17,76;Press=984
2025-12-26 10:39:08;5124;X=30;Y=31;Z=30
2025-12-26 10:39:08;5123;Temp=17,69;Press=991
2025-12-26 10:39:09;5124;X=26;Y=27;Z=26
2025-12-26 10:39:09;5123;Temp=17,66;Press=1002
2025-12-26 10:39:09;5124;X=20;Y=22;Z=20
2025-12-26 10:39:09;5123;Temp=17,66;Press=1007
2025-12-26 10:39:10;5124;X=15;Y=17;Z=16
2025-12-26 10:39:10;5123;Temp=17,70;Press=1001
2025-12-26 10:39:10;5124;X=15;Y=16;Z=16
2025-12-26 10:39:11;5123;Temp=17,78;Press=996
2025-12-26 10:39:11;5124;X=17;Y=18;Z=17
